"Collar","Sample ID","Geol_From","Geol_To","Thickness","Chk","Comments","Lab","Dispatch_ID","Lab_Certificate","Dispatch_Date","Drill_Sample_Type","Sample_Mass","Sampler","Samp_Date","AuCheck_ppm_Au-AA23","AuCheck_ppm_Au-AA24","AuCheck_ppm_Au-GRA22","RecvdWt_kg_WEI-21"
"JES-25-115","676221","0","1.525","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","2.07","Yuvitza.Davila","14/04/2025","","","","2.03"
"JES-25-115","676222","1.525","3.05","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","3.08","Yuvitza.Davila","14/04/2025","","","","3.05"
"JES-25-115","676223","3.05","4.575","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","1.645","Yuvitza.Davila","14/04/2025","","","","1.61"
"JES-25-115","676224","4.575","6.1","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","9.42","Yuvitza.Davila","14/04/2025","","","","9.4"
"JES-25-115","676225","6.1","7.625","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","8.14","Yuvitza.Davila","14/04/2025","","","","8.130000000000001"
"JES-25-115","676226","7.625","9.15","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","6.675","Yuvitza.Davila","14/04/2025","","","","6.65"
"JES-25-115","676227","9.15","10.675","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","8.44","Yuvitza.Davila","14/04/2025","","","","8.42"
"JES-25-115","676228","10.675","12.2","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","6.545","Yuvitza.Davila","14/04/2025","","","","6.52"
"JES-25-115","676229","12.2","13.725","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","6.165","Yuvitza.Davila","14/04/2025","","","","6.15"
"JES-25-115","676230","13.725","15.25","1.53","1","","ALS","PIL-089","HE25108557 - Finalized","14/04/2025","Chips_QuarterSplit","8.91","Yuvitza.Davila","14/04/2025","","","","8.890000000000001"
